,value,weight
624,80000,2.143811938234616
625,385000,2.1440424060843513
626,760000,2.1442728739340864
627,600000,2.144503341783821
628,350000,2.144733809633556
629,114999,2.144964277483291
630,380000,2.145194745333026
631,95000,2.145425213182761
632,900000,2.145655681032496
633,200999,2.145886148882231
634,229999,2.146116616731966
635,800000,2.1463470845817008
636,150000,2.146577552431436
637,600000,2.1468080202811706
638,150000,2.1470384881309057
639,150000,2.147268955980641
640,380000,2.1474994238303755
641,80000,2.1477298916801106
642,225000,2.1479603595298458
643,75000,2.1481908273795804
644,1600000,2.1484212952293156
645,185000,2.1486517630790503
646,425000,2.1488822309287854
647,100000,2.1491126987785205
648,140000,2.149343166628255
649,710000,2.1495736344779903
650,450000,2.1498041023277255
651,210000,2.15003457017746
652,270000,2.1502650380271953
653,110000,2.15049550587693
654,540000,2.150725973726665
655,145000,2.1509564415764
656,360000,2.151186909426135
657,250000,2.15141737727587
658,110000,2.151647845125605
659,250000,2.15187831297534
660,150000,2.152108780825075
661,140000,2.15233924867481
662,925000,2.1525697165245448
663,969999,2.15280018437428
664,90000,2.1530306522240146
665,55000,2.1532611200737497
666,155000,2.153491587923485
667,900000,2.1537220557732195
668,135000,2.1539525236229546
669,180000,2.1541829914726893
670,495000,2.1544134593224245
671,400000,2.1546439271721596
672,250000,2.1548743950218943
673,138000,2.1551048628716294
674,311000,2.1553353307213645
675,190000,2.155565798571099
676,311000,2.1557962664208343
677,300000,2.1560267342705695
678,600000,2.156257202120304
679,550000,2.1564876699700393
680,600000,2.156718137819774
681,195000,2.156948605669509
682,58000,2.157179073519244
683,183000,2.157409541368979
684,95000,2.157640009218714
685,250000,2.157870477068449
686,250000,2.158100944918184
687,400000,2.158331412767919
688,409999,2.1585618806176536
689,120000,2.1587923484673888
690,600000,2.159022816317124
691,600000,2.1592532841668586
692,825000,2.1594837520165937
693,625000,2.159714219866329
694,700000,2.1599446877160635
695,160000,2.1601751555657986
696,114999,2.1604056234155333
697,150000,2.1606360912652685
698,250000,2.1608665591150036
699,390000,2.1610970269647383
700,650000,2.1613274948144734
701,600000,2.1615579626642085
702,250000,2.161788430513943
703,229999,2.1620188983636783
704,299000,2.162249366213413
705,330000,2.162479834063148
706,180000,2.1627103019128833
707,475000,2.162940769762618
708,325000,2.163171237612353
709,639000,2.163401705462088
710,415000,2.163632173311823
711,1199000,2.163862641161558
712,525000,2.1640931090112927
713,425000,2.164323576861028
714,699000,2.164554044710763
715,325000,2.1647845125604976
716,275000,2.1650149804102328
717,269000,2.165245448259968
718,399000,2.1654759161097026
719,475000,2.1657063839594377
720,249000,2.165936851809173
721,1549000,2.1661673196589075
722,254999,2.1663977875086426
723,269000,2.1666282553583773
724,665000,2.1668587232081125
725,299000,2.1670891910578476
726,265000,2.1673196589075823
727,211000,2.1675501267573174
728,599000,2.167780594607052
729,55000,2.168011062456787
730,550000,2.1682415303065223
731,4000000,2.168471998156257
732,220000,2.168702466005992
733,500000,2.1689329338557273
734,140000,2.169163401705462
735,325000,2.169393869555197
736,210000,2.169624337404932
737,110000,2.169854805254667
738,1200000,2.170085273104402
739,229999,2.1703157409541367
740,225000,2.170546208803872
741,165000,2.170776676653607
742,525000,2.1710071445033416
743,325000,2.1712376123530768
744,1500000,2.171468080202812
745,400000,2.1716985480525466
746,550000,2.1719290159022817
747,98000,2.1721594837520164
748,900000,2.1723899516017515
749,700000,2.1726204194514867
750,890000,2.1728508873012213
751,490000,2.1730813551509565
752,525000,2.1733118230006916
753,330000,2.1735422908504263
754,550000,2.1737727587001614
755,790000,2.174003226549896
756,350000,2.174233694399631
757,1700000,2.1744641622493663
758,750000,2.174694630099101
759,409999,2.174925097948836
760,220000,2.1751555657985713
761,68000,2.175386033648306
762,290000,2.175616501498041
763,600000,2.1758469693477758
764,470000,2.176077437197511
765,150000,2.176307905047246
766,180000,2.1765383728969807
767,80000,2.176768840746716
768,875000,2.176999308596451
769,300000,2.1772297764461856
770,2800000,2.1774602442959208
771,1330000,2.1776907121456555
772,220000,2.1779211799953906
773,250000,2.1781516478451257
774,919999,2.1783821156948604
775,380000,2.1786125835445955
776,450000,2.1788430513943307
777,770000,2.1790735192440653
778,550000,2.1793039870938005
779,320000,2.1795344549435356
780,400000,2.1797649227932703
781,450000,2.1799953906430054
782,220000,2.18022585849274
783,400000,2.180456326342475
784,530000,2.1806867941922103
785,390000,2.180917262041945
786,185000,2.18114772989168
787,300000,2.181378197741415
788,575000,2.18160866559115
789,300000,2.181839133440885
790,425000,2.1820696012906198
791,350000,2.182300069140355
792,550000,2.18253053699009
793,500000,2.1827610048398247
794,600000,2.18299147268956
795,300000,2.183221940539295
796,1150000,2.1834524083890297
797,475000,2.183682876238765
798,260000,2.1839133440884995
799,350000,2.1841438119382346
800,750000,2.1843742797879697
801,180000,2.1846047476377044
802,350000,2.1848352154874395
803,611000,2.1850656833371747
804,325000,2.1852961511869093
805,225000,2.1855266190366445
806,300000,2.185757086886379
807,400000,2.1859875547361143
808,711000,2.1862180225858494
809,851000,2.186448490435584
810,500000,2.186678958285319
811,250000,2.1869094261350543
812,150000,2.187139893984789
813,610000,2.187370361834524
814,450000,2.187600829684259
815,744000,2.187831297533994
816,120000,2.188061765383729
817,220000,2.188292233233464
818,480000,2.188522701083199
819,370000,2.188753168932934
820,55000,2.1889836367826687
821,125000,2.189214104632404
822,260000,2.1894445724821385
823,350000,2.1896750403318737
824,170000,2.189905508181609
825,350000,2.1901359760313435
826,250000,2.1903664438810786
827,170000,2.1905969117308137
828,1300000,2.1908273795805484
829,550000,2.1910578474302835
830,400000,2.191288315280018
831,120000,2.1915187831297533
832,120000,2.1917492509794885
833,275000,2.191979718829223
834,285000,2.1922101866789583
835,900000,2.1924406545286934
836,2500000,2.192671122378428
837,620000,2.1929015902281632
838,1700000,2.1931320580778983
839,650000,2.193362525927633
840,500000,2.193592993777368
841,250000,2.193823461627103
842,950000,2.194053929476838
843,320000,2.194284397326573
844,450000,2.194514865176308
845,350000,2.194745333026043
846,400000,2.1949758008757776
847,200000,2.1952062687255127
848,250000,2.195436736575248
849,550000,2.1956672044249825
850,85000,2.1958976722747177
851,52000,2.196128140124453
852,1200000,2.1963586079741875
853,450000,2.1965890758239226
854,615000,2.1968195436736577
855,400000,2.1970500115233924
856,60000,2.1972804793731275
857,500000,2.197510947222862
858,600000,2.1977414150725973
859,110000,2.1979718829223325
860,175000,2.198202350772067
861,325000,2.1984328186218023
862,425000,2.1986632864715374
863,160000,2.198893754321272
864,100000,2.1991242221710072
865,390000,2.199354690020742
866,400000,2.199585157870477
867,509999,2.199815625720212
868,150000,2.200046093569947
869,110000,2.200276561419682
870,450000,2.200507029269417
871,400000,2.200737497119152
872,140000,2.200967964968887
873,130000,2.2011984328186216
874,160000,2.2014289006683567
875,150000,2.201659368518092
876,500000,2.2018898363678265
877,40000,2.2021203042175617
878,140000,2.202350772067297
879,227000,2.2025812399170315
880,285000,2.2028117077667666
881,155000,2.2030421756165013
882,210000,2.2032726434662364
883,140000,2.2035031113159715
884,940000,2.2037335791657062
885,750000,2.2039640470154414
886,610000,2.2041945148651765
887,450000,2.204424982714911
888,409999,2.2046554505646463
889,100000,2.204885918414381
890,300000,2.205116386264116
891,400000,2.2053468541138512
892,210000,2.205577321963586
893,90000,2.205807789813321
894,222000,2.206038257663056
895,240000,2.206268725512791
896,450000,2.206499193362526
897,450000,2.206729661212261
898,3800000,2.206960129061996
899,1580000,2.207190596911731
900,4950000,2.2074210647614656
901,535000,2.2076515326112007
902,225000,2.207882000460936
903,550000,2.2081124683106705
904,670000,2.2083429361604057
905,625000,2.2085734040101404
906,520000,2.2088038718598755
907,239000,2.2090343397096106
908,2600000,2.2092648075593453
909,750000,2.2094952754090804
910,229999,2.2097257432588155
911,1300000,2.2099562111085502
912,80000,2.2101866789582854
913,385000,2.2104171468080205
914,760000,2.210647614657755
915,600000,2.2108780825074903
916,450000,2.211108550357225
917,3800000,2.21133901820696
918,1580000,2.2115694860566952
919,4950000,2.21179995390643
920,535000,2.212030421756165
921,225000,2.2122608896059
922,550000,2.212491357455635
923,670000,2.21272182530537
924,625000,2.2129522931551047
925,520000,2.21318276100484
926,239000,2.213413228854575
927,2600000,2.2136436967043096
928,750000,2.2138741645540447
929,229999,2.21410463240378
930,1300000,2.2143351002535145
931,80000,2.2145655681032497
932,385000,2.2147960359529844
933,760000,2.2150265038027195
934,600000,2.2152569716524546
935,735000,2.2154874395021893
936,285000,2.2157179073519244
937,350000,2.2159483752016595
938,290000,2.2161788430513942
939,890000,2.2164093109011294
940,385000,2.216639778750864
941,425000,2.216870246600599
942,525000,2.2171007144503343
943,550000,2.217331182300069
944,271000,2.217561650149804
945,1490000,2.2177921179995392
946,490000,2.218022585849274
947,260000,2.218253053699009
948,455000,2.2184835215487437
949,75000,2.218713989398479
950,421000,2.218944457248214
951,550000,2.2191749250979487
952,330000,2.219405392947684
953,390000,2.219635860797419
954,599000,2.2198663286471536
955,110000,2.2200967964968887
956,250000,2.220327264346624
957,600000,2.2205577321963585
958,280000,2.2207882000460937
959,2700000,2.2210186678958284
960,80000,2.2212491357455635
961,350000,2.2214796035952986
962,475000,2.2217100714450333
963,4700000,2.2219405392947684
964,500000,2.222171007144503
965,250000,2.2224014749942382
966,100000,2.2226319428439734
967,350000,2.222862410693708
968,4000000,2.223092878543443
969,1900000,2.2233233463931783
970,95000,2.223553814242913
971,409999,2.223784282092648
972,1050000,2.2240147499423832
973,320000,2.224245217792118
974,1000000,2.224475685641853
975,1770000,2.2247061534915877
976,950000,2.224936621341323
977,750000,2.225167089191058
978,220000,2.2253975570407927
979,1000000,2.225628024890528
980,660000,2.225858492740263
981,716000,2.2260889605899976
982,675000,2.2263194284397327
983,385000,2.2265498962894674
984,325000,2.2267803641392026
985,950000,2.2270108319889377
986,400000,2.2272412998386724
987,250000,2.2274717676884075
988,4000000,2.2277022355381426
989,210000,2.2279327033878773
990,147000,2.2281631712376124
991,725000,2.228393639087347
992,550000,2.2286241069370822
993,475000,2.2288545747868174
994,250000,2.229085042636552
995,70000,2.229315510486287
996,160000,2.2295459783360223
997,1000000,2.229776446185757
998,68000,2.230006914035492
999,500000,2.230237381885227
1000,170000,2.230467849734962
1001,1300000,2.230698317584697
1002,1050000,2.2309287854344317
1003,300000,2.231159253284167
1004,600000,2.231389721133902
1005,900000,2.2316201889836367
1006,550000,2.231850656833372
1007,100000,2.2320811246831065
1008,400000,2.2323115925328416
1009,120000,2.2325420603825767
1010,300000,2.2327725282323114
1011,140000,2.2330029960820466
1012,640000,2.2332334639317817
1013,380000,2.2334639317815164
1014,120000,2.2336943996312515
1015,650000,2.2339248674809866
1016,150000,2.2341553353307213
1017,550000,2.2343858031804564
1018,650000,2.234616271030191
1019,1025000,2.2348467388799262
1020,195000,2.2350772067296614
1021,3800000,2.235307674579396
